,,,ipadic,ipadic,ipadic,ipadic,jumandic,jumandic,jumandic,jumandic,unidic,unidic,unidic,unidic
,,,frequencies,frequencies,percentages,percentages,frequencies,frequencies,percentages,percentages,frequencies,frequencies,percentages,percentages
unexpected joining,,,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES
prefix,unit length,compound unit,,,,,,,,,,,,
不,2,不便,524,0,1.0,0.0,164,360,0.31297709923664124,0.6870229007633588,524,0,1.0,0.0
不,2,不利,529,1,0.9981132075471698,0.0018867924528301887,96,434,0.1811320754716981,0.8188679245283019,529,1,0.9981132075471698,0.0018867924528301887
不,2,不和,134,0,1.0,0.0,111,23,0.8283582089552238,0.17164179104477612,134,0,1.0,0.0
不,2,不安,591,2,0.9966273187183811,0.003372681281618887,325,268,0.5480607082630692,0.45193929173693087,591,2,0.9966273187183811,0.003372681281618887
不,2,不平,235,1,0.9957627118644068,0.00423728813559322,235,1,0.9957627118644068,0.00423728813559322,235,1,0.9957627118644068,0.00423728813559322
不,2,不明,551,0,1.0,0.0,171,380,0.3103448275862069,0.6896551724137931,550,1,0.9981851179673321,0.0018148820326678765
不,2,不正,568,3,0.9947460595446584,0.005253940455341506,351,220,0.6147110332749562,0.38528896672504376,569,2,0.9964973730297724,0.0035026269702276708
不,2,不満,553,0,1.0,0.0,388,165,0.701627486437613,0.298372513562387,553,0,1.0,0.0
不,2,不要,528,0,1.0,0.0,182,346,0.3446969696969697,0.6553030303030303,528,0,1.0,0.0
不,2,不調,491,0,1.0,0.0,243,248,0.49490835030549896,0.505091649694501,491,0,1.0,0.0
不,2,不足,549,17,0.9699646643109541,0.030035335689045935,402,164,0.7102473498233216,0.28975265017667845,565,1,0.9982332155477032,0.0017667844522968198
不,3,不勉強,51,0,1.0,0.0,51,0,1.0,0.0,51,0,1.0,0.0
不,3,不参加,50,0,1.0,0.0,50,0,1.0,0.0,50,0,1.0,0.0
不,3,不可能,514,0,1.0,0.0,87,427,0.16926070038910507,0.830739299610895,514,0,1.0,0.0
不,3,不平等,326,0,1.0,0.0,164,162,0.5030674846625767,0.49693251533742333,326,0,1.0,0.0
不,3,不必要,389,0,1.0,0.0,40,349,0.10282776349614396,0.897172236503856,389,0,1.0,0.0
不,3,不正確,109,0,1.0,0.0,13,96,0.11926605504587157,0.8807339449541285,109,0,1.0,0.0
不,3,不注意,254,0,1.0,0.0,129,125,0.5078740157480315,0.4921259842519685,254,0,1.0,0.0
不,3,不経済,43,0,1.0,0.0,13,30,0.3023255813953488,0.6976744186046512,43,0,1.0,0.0
不,3,不自由,529,0,1.0,0.0,178,351,0.33648393194706994,0.6635160680529301,529,0,1.0,0.0
不,3,不親切,74,0,1.0,0.0,10,64,0.13513513513513514,0.8648648648648649,74,0,1.0,0.0
全,2,全体,555,2,0.9964093357271095,0.003590664272890485,555,2,0.9964093357271095,0.003590664272890485,557,0,1.0,0.0
全,2,全員,517,0,1.0,0.0,517,0,1.0,0.0,517,0,1.0,0.0
全,2,全国,558,1,0.998211091234347,0.0017889087656529517,558,1,0.998211091234347,0.0017889087656529517,557,2,0.9964221824686941,0.0035778175313059034
全,2,全権,76,0,1.0,0.0,76,0,1.0,0.0,76,0,1.0,0.0
