,0
0,赤々とおこし、鉄瓶のお湯がシュンシュンとたぎる音だけがしています。小母さんが自室へ引き上げたあと、一人ぼっちであれやこれやと考える時間がかえってきました。
1,部屋を片づけた。壊した水差しも鉢も隠し、シーツやマットや服は、自室の暖炉で燃やした。クリヴェッリの肖像画、ミルバンクの平面図も、日記にはさんでおい
2,が吹きよせてくる。おれとムラキは闇に蹲って荒い息を静めていた。いったん自室に戻り、こんな時のために用意しておいたパスポートや現金など非常持ちだし用の包みだけを
3,があるし、それにやっぱり壁に囲まれているほうがホッとする。便秘症の人は自室のバスルームをあえて使わず、パブリックフロアまで降りて用を足すのもいいかもしれません。
4,が不思議がっていた。なお二人の料理人、守屋に藤原も、龍尾館の一階に自室をあてがわれているようだ。そして菱川幸子もまた、この館の三階に部屋を与え
5,重と、オレンジジュースのペットボトルが置いてある。〈陰膳〉というわけではないが、私は自室で酒を呑むとき、必ず、オレンジジュースを用意した。子供たちがそこにいるつもりで
6,絨毯敷きの自室で潮を吹き散らかしたら、絨毯がシミになるでしょうか？絨毯ではないですが、
7,の部屋へ大移動そこでもまたまた盛り上がり、、ついつい焼酎もチト飲み過ぎてしまいました。自室に戻り十一時就寝本日の走行距離百七．八キロ
8,「署名が、集まっただと…？」仮面舞踏会の三日前、カーリングは紅玉宮殿の自室でその驚くべき報告を、紅玉宮近衛隊長ハーマンから聞いた。その日は朝から初雪が降っ
9,八号から七号が覗けますし、声も入るようになっています」クルツナー中佐は自室に軟禁されているツヴァイク少佐を呼び出すよう手配して、廊下伝いにひとりで八号室の小部屋へ入っ
10,三月までは会社に出ていたのだが、長谷川さんが帰宅すると長女は逃げるように自室にこもってしまう。そうなると次女も以前のように甘えてこなくなる。家の
11,笑顔は消えていなかった。しばらくして、筆記を頼むためフレイザーがキャサリンを自室に呼んだとき、キャサリンはあくまで礼儀正しかったが、顔はこわばっていた。
12,九十四年二月一日からはロサンゼルスに次いでサンフランシスコが市条例で禁煙宣言をした。ホテルの自室やバーなどを除いて、レストランや職場での喫煙がすべて禁止された。日本
13,にまつわる驚くべき事件を知らない客もまだおおぜいいることだろうから。チャドウィックが自室へ引き取ろうと階段を上がっていくと、ルーシーの部屋の扉が少しあいていたので
14,鶴峰にたたりなし」。青戸寮の合言葉です。すっかり酔いの覚めた私は、自室に入りました。誰も待っていない部屋に、電気をつけます。「
15,スキーウェアのままレストランに赴くのは失礼だろう。美由紀はエレベーターで十二階にあるエグゼクティヴ・スイートの自室に戻ると、フォーマルドレスに着替えてカルティエのラブリングとテニスブレスを身につけ、エルメスの
16,ていた。しかし、だれも遠慮して頭を上げなかった。メグレがこんなふうに自室に閉じこもっているのは何か重大なことが起こったに相違ないということがわかっ
17,なことでごわす」そういうと、大山は室内をのっそり一巡し、また静かに自室へ帰っていった。狼狽していた参謀たちは、大山の言動から平常心をとりもどし
18,ていました。陛下にもお見せしたのですが」と言って、拾った巣を自室から持って来て見せてくれる。木の葉や粘土様の材料で緑色に鶯色が加わった
19,は立身駅を過ぎていたのだ。タクシーで帰らなければならなかった。よろめきながらアパートの自室の戸をあけた彼は、あかりをつけ、足元に封筒が落ちているのを
20,っ！」結局こうなるんだよな…と俺はため息をつきながら、一旦自室に引っ込んだのだった。「…」こんなとこに住んでんのか…。
21,わけにはいかない。経営会議の日に自販の最高首脳二人と会長の花井を自室に呼んで話すことも可能だが、あいにく加藤は八日からフィリピンへ出張、章一郎
22,うえ、彼女が近いうちに出ていくことも伝えてきた。いまチャドウィックは自室で、銀の柄のついたブラシを両手にひとつずつ持って鏡の前に
23,水野も、（ほめて下されよう）勝手にきめてしまっている。犬上は自室へ入り、愛用の槍の鞘を外して、青白く光る穂先に見入った。
24,ですか？私も、禁止したほうがいいと思います。テレビで、マンションの自室だかに、大きい蛇など爬虫類ばかり檻に入れて飼っている女性を知りました
25,次男の部屋を分けました。二段ベッドを分割し、新しい机、衣類などをそれぞれの自室に置きました。長男の部屋は約四畳なのでまるでシェルターのよう。小動物を飼い
26,た。一番奥の直通エレベーターに鍵を入れ、そのまま最上階まで上がった。自室にはいり、カーテンを開く。駐車場が見え、通路脇のいぬつげを柴木吾郎が剪定していた
27,：もとからの家の外壁の色：水色家の階段の段数：ねーよｗ自室何畳：ねーよｗカーテンの色：緑とピンク自室にある家電製品：ねーｙ（
28,ジョップリ研究員のことを思った。かけがえのない研究成果のことを思った。それに、自室に仕掛けられた盗聴機―。「出て行きなさい！」エリザベスは思い切り怒鳴った。
29,、教えて下さい。可愛いから．．．とテレクラで知り合った中学生を十何日車で連れ回して自室に監禁してたんだよね。テレクラする中学生も中学生だが。二十代男少なくともモテ男ではない。
30,を一時暮らした。冬の夜、小用で共同便所に立つのが邪魔くさい。なんと自室ですましていたのだ。流しなどない部屋である。呑兵衛の彼は、空になっ
31,も喜んでいる、と言っていたのを思いだした。その父親は衝撃のあまり、自室にとじこもって何日も出てこなかったという。「マーガレットは、どうなりまし
32,にとうとう離脱の意志を告げに行った。同じ時刻、藤堂は狭く薄暗い簡素な自室の中に一人でいた。（もう引き返せない）身体が噓みたいに
33,ダルビッシュはどういう神経してるんですか？自室で吸うならともかく、パチンコ屋で吸うなんて？？ドラ１で入団して世間に見られ
34,来訪は、京だけではなく浩介をも激しく戸惑わせたようだった。京が自室に引き上げている間に彼らが、いったいどんな会話を交わしたのかは分からなかった
35,のかもしれないと黒波は考えた。「今日は捜さないのか？だとしたら自室でちゃんと休め。その方が疲れが取れる」「いえ、仮眠をとったらすぐ
36,の上官の一人―カーク少佐という名だったように思いますが―が、彼が自室で、傍らに弾丸をこめたピストルを置き父宛てに自分の恥を告白する手紙を
37,は空腹のせいだと自分に言い聞かせた。二時間後、ジョージアナは彼女の聖域である自室に逃げ込んだ。クルックシャンクを呼ぼうともせず、ただ横になって痛む頭を
38,か？」「つづけてくれ」「その三日後、今度は自宅の二階にある自室で発見された。被害者はやはり活動歴のある高校生で、死因も同じ出血死だった
39,ことは王宮中の、公然の秘密と化している。場所を本宮の、フィルさんの自室に変えてのことである。扉の外にはやはり見張りの兵士もいるので
40,の乳母たちをはじめとして幾人かの女房たちが、少し離れた廂にしつらえた自室に籠もっている。そのせいで、廂の間はいつもより閑散として見えた
41,言わず白比佐を見詰めた。「…何の用だ？」「いえ、自室と間違えました。面倒なのでここで寝させて下さい」障子を開け放したまま
42,八十六・５・二十六）二十二日足利市で市立中学三年の男子生徒が自宅前の路上でガソリンをかぶって焼身自殺。自室の机の中からリポート用紙に黒のボールペンで、「死にたい、死にたい。みんな
43,粉末ジュースを、荒れた細い指先につけてなめる。ネドレットは病院の二階にある自室でエリックたちを笑顔で迎えたが、破れた窓から落ちる陽光のなかで、目
44,、彼らがなにをしているか見てやろうよ」「でも、彼らはそれぞれ自室にこもっているんですよ！ほら、博士の研究室のドアの下から明かりがもれ
45,が、これを引き抜き、長刀で暫く戦ったが、腕に銃弾を受けたので自室に退いて戸を閉めたという。鑓と長刀の違いがあるが、暫く
46,な写真の載っている解説本を六冊ほど買い求めた。それを内緒で家に持ち帰り、自室でこっそりと読み耽った。驚きの世界がどんどんと明かされていった。ハニーは食い入る
47,アメリカの大富豪フランク・フラナガン氏が泊まっているのが、このホテル二階の十四号室。フラナガン氏は、ホテルの自室に人妻を呼んで、さて、情事の時間となるわけだが、これを察知し
48,歩いていった。ホールの隣りに重そうなドアの部屋があり、八千代の自室だという話だったが、貴重品が多いとかで、鍵がかかっていた。
49,をつく。（大分合同八十六・２・十九）二十日神奈川県藤沢市の高校二年の男子生徒が、自宅二階の自室で首つり自殺。机の上にはワラ半紙に鉛筆で「体が弱くてすみません」と
50,に、裏庭を何度となく行き来した。少なくとも延べ二百個のボールは打っただろう。自室に座り、本も開いた。しかし私は、特に家の中にいるときに
51,には、関東平野に上陸のコロネット作戦が計画されている。閣議をおえて大統領が自室に引き揚げるのを、グルー国務次官が追って、面談を申しこんだ。「何千何百というアメリカ兵
52,荒木の屋敷に戻った光奈は、傷の治療を受けてからすぐに、自室へ引き上げてベッドに転がった。当初の予定では、これからの行動についての
53,、消防馬車が次々と、家の裏手にある厩舎へ入っていく。フエルーチョ・チッリは、自室の窓際の特等席から、この悲劇の最終幕を見ていた。その頰をとめどなく涙
54,結果は無残である。「なっていない」と、ルートヴィヒはいい放ち、カインツが自室へ引きとったあと、秘書官のルートヴィヒ・フォン・ブルケルにいった。「カインツ氏は人当りもよいし
55,止められるものだろうか。後ろめたいふうに敏夫を見る静信を送り出し、敏夫はしばらく自室で考え込む。連中が何を考えているのかは分からないが、対抗するなら、こちら
56,お前たちも、この手紙に対して、どう答えるべきかを考えて置けと云い置いて、謙信は自室に入って行った。午睡の時間だった。それも侍医から強くすすめられ
57,五時ごろ、すでに、メグレはちょっと立って、自室と刑事部屋とを連絡しているドアを開けに行き、ジャンヴィエにちょっと目で合図した。
58,二日深夜から翌三日未明にかけて、静岡県富士宮市の富士山総本部内のサティアンビル（後の第一サティアン）四階の自室に、早川、村井、岡崎、中川、新実の五人を集めた。麻原は、
59,てしまわなかったのは上級将校が一刻も早くシャワーを浴びたいという願望を抱いて自室に戻ったからであった。糊が入って行った時その狭い部屋にあった
60,図星なのだが、そんなことを認めたら大騒ぎされてしまう。しらばっくれたまま、ディスクリートは自室に向かった。「本当にリドルフィ王宮に帰されるとは」移動したことすら
61,インタビュー。決して疲れた、やめましょうとは言わない。零時を回る。茫然と自室に戻り、こうこうと電気をつけて私は寝てしまった。その旅暮らしは
62,テレビ機能付きパソコンは、完全にテレビの変わりになるのでしょうか？自室の十四インチのテレビが壊れ、パソコンもペンティアムⅡで、この際テレビ機能付きパソコンに買い換えようかと
63,だ…。五十九足らぬ具は、営業部の白根季子に買いそろえてもらい、夕方から、自室の簡素な炊事場で、豚肉のステューを仕込みはじめた。煮えたつその鍋の音を
64,出た。そして、一階の管理人室の脇にある郵便受けから朝刊を取り出し、二階の自室に引き返した。布団に腰を降ろし、新聞の社会面を開く。が、目指す
65,聞こえているだろうことは、月子自身が一番よく判っていた。その頃、灯は自室のリビングで一人泣いていた。つい今し方まで貫一が来ていたのである。貫一
66,行き来して日を過ごした。ジェーンは万次郎をオクスフォード学校で学ばせるまえに、毎晩自室で文字を教えた。「このページを読んでごらん」万次郎は差しだされ
67,話し合っていた。私が最も気になっていたのは例の親子だった。自室で知人が殺された。しかもほんの数十センチ離れた場所で頭を撃たれたのだ
68,が葬儀堂内の会食堂で催されることになった。集まったのは、葬儀のあと気落ちして自室にひきこもったモニカとノーマン、それにマリアーノ神父を欠く以外は、スマイリーの臨終劇と同じ
69,先ほどまで一方の主役だった沢村前覇王は、ほんの十分ほど宴席にいただけで、自室に引き上げていた。両対局者を慰労するための宴とはいえ、敗者にとってはいるのが辛い場所
70,ということで、娘の将来に影響を及ぼさないか心配です。狭いアパートなので自室も持つわけにもいかず、夜更かしが習慣になってしまった娘は十二時過ぎて
71,とも、扈三娘は思っていない。料理を少し口に入れただけで、扈三娘は自室へ戻った。北へ行って、しばらく駐屯ということになるだろう。いやでも
72,哨兵たちを巡視するため甲板上へ上がっていった。やがてその巡視もおわり、川島が自室へ引き揚げてくると、机の上に島村からの返歌が載っていた。副直の
73,計野容疑者は十三日朝、自宅で入浴中に女児（約二千七百七十グラム）を出産。バスタオルにくるんで自室に寝かせ、翌日正午ごろ、軽自動車に乗せて市内の勤務先まで行き、仕事を終えた午後
74,続いたから、警察の面目はまたしても丸潰れとなった。浅見光彦が自室で兄の電話を受けたのは、赤松の事件があってから、約二時間後の
75,存在に対する感情を持てないことなどなのだ。イギリスの連続殺人犯デニス・ニールセンは少年の死体を自室において添い寝し、愛撫し交わった。ジェフリー・ダーマーは犠牲者の肉を食べた。彼らはキリスト教や
76,覚醒した。少なくとも、いつもの目覚める場所である。奥宮の自室ではなかった。だが自室でないなら、いったいここはどこなのだ。目線を岩の天井から少しずつ
77,一方、ちょうどそのころ、ばあやと松前は―。ばあやは、勝手口から松前を自室に入れ、衣服の汚れなど落としてやって、忍の部屋のようすを見に行っ
78,階段の段数：ねーよｗ自室何畳：ねーよｗカーテンの色：緑とピンク自室にある家電製品：ねーｙ（ちょ何年何組何番：１−７給食？弁当？：
